LP	source	translation	reference	HUMAN_score	sentBLEU
de-en	Nende domineerimine oli absoluutne, pärast kõike seda oli nende 39-ndal väljasõit löömata, jälle enneolematu.	their dominance was absolutely , after all , their 39.ter unlagged commitment , which is also unprecedented .	their dominance was absolute , after all this was their 39th outing unbeaten , again unprecedented .	-0.8045653564436729	0.214792
de-en	See otsing toimub nüüd kogu Saksamaal, sest Sven S. võib reisida autoga.	meanwhile , nationwide , because sven s. could be traveling by car .	this search is now happening across germany , because sven s. might be travelling by car .	-0.7890270701165341	0.269203
de-en	Kaks meest ja kaks naist olid alates juuli keskpaigast pannud toime mitu kuritegu ja panid need kuriteod toime rühmana, jagades oma töö eriti professionaalselt.	the two women and two men had committed since in the middle of july of this year several crimes and thereby arbeitsteilig and particularly professionally had at the community level , proceeded .	the two men and two women had committed multiple crimes since mid-july , and had committed the offences as a group , dividing up their work in a particularly professional way .	-0.788879477571612	0.0992499
de-en	Trump ei võta valimiste lüüasaamise ohtu liiga tõsiselt	trump sees the threat of election defeat not so tight	trump is not taking the threat of election defeat too seriously	-0.7765329857257991	0.448952
de-en	Et töökohtade loomisega seoses oleks võimalik vastata täiendavate ettevõtete liikumist puudutavatele küsimustele, otsustas vallavolikogu muuta ruumi kasutamise plaani, mis koostati kõigepealt selle aasta kevadel.	to requests for the establishment of additional businesses , associated with the creation of jobs , to be able to offspring , decided to amend the municipal council , the first in the spring of this year , the newly created land use plan in sub-areas .	so that it would be able to answer questions on the movement of additional businesses , in connection with the creation of jobs , the communal council decided to amend the space usage plan first re-drawn in spring of this year .	-0.7738778276709829	0.313936
de-en	Mul on hea meel, et saime mõned neist räpastest lakidest lindile.	i &apos;m glad we &apos;ve taken some of these dirty leaks on film . &quot;	i &apos;m glad we got some of those dirty licks caught on tape . &apos;	-0.772106544323895	0.287879
de-en	Õhtul ei tohiks vingumine enam lõpetada, lamate igal õhtul tundide kaupa ärkvel ja hommikuse saabumise ajaks on uni teie meelest kaugel isegi enne, kui äratus kustub.	in the evening , you &apos;re loosing forever around , and at night you &apos;re waking up for hours awake , tomorrow is already well before the clock rings can no longer be thinking about sleep .	in the evening your mind won &apos;t stop whirring , you lie awake for hours each night , and by the time morning comes , sleep is far from your mind even well before your alarm goes off .	-0.771017059775685	0.104871
de-en	Arstid soovitavad uuringut unelaboris teha patsientidele, kelle norskamine häirib nende hingamist, inimestele, kes tunnevad end päevasel ajal ebaharilikult unisena, Sleepwalkersi jaoks või kui unehäire põhjust ei ole võimalik kindlaks teha, selgitab Fietze.	for the investigation in the sleep laboratory physician , rates of dropouts , for example , in the case of snoring with breathing , in the case of pathological daytime sleepiness , in the case of sleepwalkers , or if you don &apos;t find the cause of a sleep disorder , explains fietze .	doctors recommend an examination in a sleep lab for patients whose snoring disrupts their breathing , for people who feel abnormally sleepy during the day , for sleepwalkers , or if the cause of a sleep disorder cannot be pinpointed , explains fietze .	-0.770530495357462	0.216982
de-en	Alates 1. oktoobrist 2016 peavad üksikisikud ning äri- ja tööstusettevõtted Welschenkahlist, Neudorfist, Reuthist, Azendorfist, Loppist, Lindenbergist ja Zultenbergist kaevama pisut sügavamale.	1 . october 2016 will have to attack the citizens , as well as the commercial and industrial sectors from welschen kahl , neudorf , reuth , azendorf , lopp , lindenberg and zultenberg deep in the purse .	from 1 october 2016 , individuals and commercial and industrial enterprises from welschenkahl , neudorf , reuth , azendorf , lopp , lindenberg and zultenberg will have to dig a little deeper .	-0.7697640973588579	0.398387
de-en	Gfki tegevdirektor astub pärast pettumust avaldanud arvud tagasi	gfk leads after disappointing business figures	gfk managing director steps down after disappointing figures	-0.7639064104164139	0.236682
de-en	Tagasikutsumine on tekitanud umbes ühe termini jama.	with the recall action there is eddy around a term .	the recall has led to fuss about one term .	-0.75438465486833	0.188503
de-en	Viis meetrit pikk loom suudab seda vajadusel kiirustada kuni 2,6 km / H, kuid maksimaalne kiirus on hüljesest poole kiirem.	only if it depends on it , accelerated that five meters long animal on full 2.6 km / h - and is half as fast with this maximum speed as a seal .	the five-metre-long animal can ramp this up to 2.6 km / h if necessary - but this maximum speed is half as fast as a seal .	-0.7494864176240009	0.284541
de-en	New York: Donald Trumpi kampaania kaevati väidetavalt mitte midagi tegemata pärast seda, kui talle öeldi, et Põhja-Carolina operatsioonide direktor tõmbas töötajale relva, kui nad veebruaris džiipiga sisse sõitsid.	new york : donald trump &apos;s campaign has been indicted for alleged inaction after she was informed that her campaign manager for north carolina , in february , i directed a gun on an employee while they were in february in a jeep on the road .	new york : donald trump &apos;s campaign was sued for allegedly doing nothing after being told that the director of its north carolina operations pulled a gun on a staffer as they drove in a jeep in february .	-0.744640425482768	0.229699
de-en	Isegi Maieri automüügiettevõttes rääkis Thomas Sulz `` kõige väiksemast kaotusest, maksimaalselt », kuid tunnistas ka, et` mööduvast kaubavahetusest on puudus olnud.	thomas sulz also speaks of a &quot; maximum slight decline &quot; at the autohaus maier , but also admits that , of course , the &quot; running track &quot; is missing .	even at the maier car dealership , thomas sulz talked of &quot; a slight loss , at the most &quot; , but also admitted that &quot; there had been a lack of passing trade &quot; .	-0.735541645348029	0.107965
de-en	Juunis kritiseeris Victoria algne salajane modell Stephanie Seymour Jennerit ja tema kolleegi Gigi Hadid, nimetades neid hetke hetke litsideks.	in june , the former victoria &apos;s secret-model stephanie seymour jenner and her colleague , gigi hadid , criticised and called them &quot; the mistpieces of the moment . &quot;	in june , original victoria &apos;s secret model stephanie seymour criticised jenner and her colleague gigi hadid , calling them the &quot; bitches of the moment . &quot;	-0.7255961460856909	0.345432
de-en	Suurbritannias registreerimine on kõik, mida on senini nõutud „Eu passi” saamiseks.	for the so-called eu passport , they are now available in britain .	registration in the uk is all that has been required to date for the &quot; eu passport &quot; .	-0.7229097010838941	0.10838
de-en	Kui konservatiivne raadiosaatejuht Hugh Hewitt üritas aidata hr Trumpi märkust pehmendada, tuletades talle meelde, et hr Obama soovib Isise hävitada, poleks vabariiklaste presidendikandidaadil seda.	as the conservative radio moderator hugh hewitt mr. trump to help wanted to weaken the statement somewhat as it of the fact reminded that mr. obama isis to destroy wants to know , wanted the republican presidential candidate nothing of it .	when the conservative radio host hugh hewitt tried to help mr. trump soften the remark by reminding him that mr. obama wants to destroy isis , the republican presidential nominee would not have it .	-0.712286949019697	0.143273
de-en	Eelmisel kuul ründasid meeleavaldajad Amhara linnas Gondaris tiigraanlaste omanduses olevaid ettevõtteid ning Tigraia-vastane viha on sotsiaalmeedias üha levinum.	last month , protesters in gondar , an amusing city , run by tigray , and the hatred of tigray , became increasingly common in the social media .	last month , protesters in gondar , an amhara town , attacked businesses owned by tigrayans , and anti-tigrayan hatred is becoming more common in social media .	-0.690282797393066	0.359156
de-en	Kommuuni nõukogu keskendus oma viimasel istungil ehitusega seotud teemadele.	with issues around building , the council has focused on focusing on the recent meeting .	the commune &apos;s council focused on construction-related topics in its most recent session .	-0.6898121013817011	0.125122
de-en	`` lihtsalt - palun ärge võtke pärastlõunast uinakut, '' ütleb Fietze.	“ only please ” fietze make , say no midday sleep .	&quot; just - please don &apos;t take an afternoon nap , &quot; says fietze .	-0.68672501475318	0.101751
de-en	Ta pani oma südame ja hinge veevarustuse ühingusse ning elas selle nimel välja nagu oleks tema enda ettevõte.	he has worked with a lot of heart blood for its water purpose association , and he has lived the water the association is not literally , as if it were his own company .	he put his heart and soul into the water supply association , and lived for it as if it were his own company .	-0.6854196864969011	0.286342
de-en	Pärast taldrikute puhastamist Eisenbergi juures tõmbasid ta koos hr Coe'iga välja kodus valmistatud magustoidu: ploomidesserdi, mida president Roosevelt lõunaks sõi.	after the plates were cleared at eisenberg &apos;s , they moved and coe a dessert that they had prepared at home : the plum dessert , the president roosevelt to lunch .	after the plates were cleared at eisenberg &apos;s , she and mr. coe pulled out a dessert they had prepared at home : the prune dessert that president roosevelt ate for lunch .	-0.684037116060905	0.5067050000000001
de-en	Pärast Rio olümpiamängude teist dopinguskandaali on Kenya kergejõustiklastel probleeme.	kenya &apos;s athletics threats threaten after the second doping affair at the olympics .	following the second doping scandal at the rio olympics , trouble is looming for kenya &apos;s track and field athletes .	-0.6814553432058521	0.142566
de-en	`` see võib olla probleemiks väikesele pangale, '' kui pank hoolitseb nende raha eest tasuta.	&quot; this can become a problem for a small bank &quot; if it hurts money for free .	&quot; that can be a problem for a small bank , &quot; if the bank is looking after their money for free .	-0.676556535599665	0.369193
de-en	"Mis pole üldse tõsi - loomulikult registreerite selle, ""ütles ta."	what is not true at all -- of course , it has been adhered to , &quot; she said .	which is not true at all -- of course you sign up for it , &quot; she said .	-0.6682518139388759	0.562693
de-en	Siia kolides peaksite seda teadma - nagu ka keegi, kes kolib kõrtsidesse täis ala, peaks teadma, et nad ei saa müra üle tegelikult kaevata.	if you prefer , you should be aware of this - just as someone dragging into a pub district can complain about noise there .	if you move here , you should be aware of that - just like someone who moves into an area full of pubs should know they can &apos;t really complain about the noise .	-0.6648290838413491	0.215069
de-en	`` Mul on ausalt raske eilsest aega kommenteerida, '' ütles Martin.	“ me it falls honestly said heavily to commentate the time trial from yesterday to ” , meant martin .	&quot; it &apos;s honestly hard for me to comment on my time from yesterday , &quot; said martin .	-0.6632370589265589	0.125822
de-en	Isegi uue kevade varustust hoiti mõnikord ainult seetõttu, et Pettstadti kõrgendatud paak täitis Hosepipe.	also , the supply of newbrun can only be upheld because you filled the high-profile containers of petton town with hoses .	even the supply from the new spring was sometimes only maintained because the elevated tank at pettstadt was filled by hosepipe .	-0.6629015819349999	0.0931494
de-en	Sõbralikul spordimehel pole auhindu puudu.	awards there is no shortage of the sympathetic sportsman .	the friendly sportsman is not lacking for awards .	-0.662362621449264	0.165904
de-en	Ükskõik, kas teile lähendatakse eest või tagant, näitab see video teile, kuidas oma Muggeri laudu pöörata.	regardless of whether you will show approaches you from the front or from the rear watch this video to see how you turn around for your robber , the tables .	whether you &apos;re approached from in front or behind , this video will show you how to turn the tables on your mugger .	-0.661165450020459	0.107206
de-en	Selle lihtsa varastamise vältimiseks VAJUTAB see mõõtmisel allapoole, pannes rattad kaduma soomustatud, Bullet-Proofi välisküljele.	so that it is not simply stolen , it is lowered in the measuring mode , so that the wheels in the armored and by the way also shuffle-safe outer cover disappear .	to prevent it from simply being stolen , it sinks down when measuring , making its wheels disappear into the armoured , bullet-proof exterior .	-0.659759205432654	0.08968229999999999
de-en	Ticagrelor, mida valmistab Ühendkuningriigi firma Astrazeneca ja mida müüakse kaubamärgi Brilique all, vähendab seda riski, muutes trombide tõenäosuse väiksemaks.	ticagrelor , which is manufactured by british company astrazeneca and is displaced under the trade name brilique , reduces this risk by making it more unlikely to educate blood islets .	ticagrelor , which is made by uk firm astrazeneca and sold under the trade name brilique , reduces this risk by making clots less likely .	-0.659165381459471	0.451927
de-en	`` Me oleme nagu nende sotsiaaltöötajad! '' Torgib kaastöötaja virnast arhiivi.	&quot; we are like their social workers ! &quot; we have a staff of a record pile .	&quot; we &apos;re like their social workers ! &quot; pipes up a co-worker from a stack of records .	-0.654012332237191	0.353787
de-en	Krautmann ütles, et üks Livingstoni lähedal asuv vaatleja teatas keskööst reede hommikuni 13,75 tolli vihma.	according to herb man an observer announced in close proximity to livingstone from midnight to friday tomorrow from 13,75 duty rain .	krautmann says one observer near livingston reported 13.75 inches of rain from midnight to friday morning .	-0.644747694176775	0.173371
de-en	Katsed Phillipini jõuda olid ebaõnnestunud.	attempts to contact philip were just as wrong .	attempts to reach phillip were unsuccessful .	-0.6438028177848609	0.211053
de-en	Kaks tundmatut meest tungisid reede hommikul kella 8.50 paiku Lindenwegis kortermaja korterisse.	two unknown men were forcibly invaded in an apartment in a multi-family house in the lime tree on friday morning at 8 : 50 a.m .	two unknown men broke into an apartment in an apartment building in lindenweg on friday morning at around 8.50am .	-0.641280644828014	0.245154
de-en	Ja selles mõttes kandis ta otsekohe välja auhinnaraha 25 000 eurot.	and so he gave the prize money of 25,000 euros the same .	and in this vein , he passed the prize money of 25,000 euros on straight away .	-0.638988828290685	0.34754
de-en	Suurepärane Mitchelli tõkestus takistas Man-Mountain Leone Nakarawa kolmandiku löömist, kuid see lükkas Fidži ainult edasi.	a hevorraging tackle of mitchell stopped the mountain of man leone nakarawa reaching a third gate , but it only held up fiji .	a superb mitchell tackle stopped the man-mountain leone nakarawa from scoring a third but it was only delaying fiji .	-0.6300026096237671	0.131215
de-en	Ent kuna presidendikampaania viimastel kuudel seisab ta silmitsi kõrgendatud kontrolliga, on hr Trumpi naljad pannud tema lojaalsed liitlased ebamugavasse olukorda, kus ta peab avalikult tema eest seisma, hoolimata sellest, kui provokatiivsed on tema märkused.	but while he is stepping up in the focus of attention in recent months of his presidential campaign , mr. trump &apos;s henchmen have brought his loyal fellow protesters into the uncomfortable situation to face him , regardless of how provocative his statements may be .	but as he faces heightened scrutiny during the final months of the presidential campaign , mr. trump &apos;s jokes have put his loyal allies in the uncomfortable position of having to publicly stand up for him no matter how provocative his remarks .	-0.6270081795696121	0.204508
de-en	Ta ütles, et riik peab terrorismiohule reageerima ettevaatlikult ja otsustavalt.	the state must prudently and determined at the same time on terrorist threats to respond .	he said that the state must react to the threat of terrorism with prudence and resolve .	-0.619408940230006	0.159945
de-en	Ta ütles, et ta lihtsalt rääkis tõtt.	he does nothing other than &quot; tell the truth . &quot;	he said he was just &quot; telling the truth &quot; .	-0.619303607562824	0.18528
de-en	Seda kutsun selle aasta naiste võimlemisvõistkondade olümpiavõistkonnaks ja seda mitmel põhjusel.	this is what i me women olympic team in gymnastics to introduce , and for more than one reason .	that &apos;s what i call this year &apos;s women &apos;s olympic gymnastics team and for more reasons than one .	-0.61539329326238	0.17669
